1 1.18921 30.6713
1 1.41421 431.065
1 1.68179 nan
1 2 nan
1 2.37841 nan
1 2.82843 nan
1 3.36359 nan
1 4 nan
1 4.75683 nan
1 5.65685 nan
1 6.72717 nan
1 8 nan
1 9.51366 nan
1 11.3137 nan
1 13.4543 nan
1 16 nan
1 19.0273 nan
1 22.6274 nan
1 26.9087 nan
1 32 nan
1 38.0546 nan
1 45.2548 nan
1 53.8174 nan
1 64 nan
1 76.1093 nan
1 90.5097 nan
1 107.635 nan
1 128 nan
1 152.219 nan
1 181.019 nan
1 215.269 nan
1 256 nan
1 304.437 nan
1 362.039 nan
1 430.539 nan
1 512 nan
1 608.874 nan
1 724.077 nan
1 861.078 nan
1 1024 nan

1.18921 1.18921 11.2594
1.18921 1.41421 40.5136
1.18921 1.68179 159.267
1.18921 2 695.9
1.18921 2.37841 3339.09
1.18921 2.82843 nan
1.18921 3.36359 nan
1.18921 4 nan
1.18921 4.75683 nan
1.18921 5.65685 nan
1.18921 6.72717 nan
1.18921 8 nan
1.18921 9.51366 nan
1.18921 11.3137 nan
1.18921 13.4543 nan
1.18921 16 nan
1.18921 19.0273 nan
1.18921 22.6274 nan
1.18921 26.9087 nan
1.18921 32 nan
1.18921 38.0546 nan
1.18921 45.2548 nan
1.18921 53.8174 nan
1.18921 64 nan
1.18921 76.1093 nan
1.18921 90.5097 nan
1.18921 107.635 nan
1.18921 128 nan
1.18921 152.219 nan
1.18921 181.019 nan
1.18921 215.269 nan
1.18921 256 nan
1.18921 304.437 nan
1.18921 362.039 nan
1.18921 430.539 nan
1.18921 512 nan
1.18921 608.874 nan
1.18921 724.077 nan
1.18921 861.078 nan
1.18921 1024 nan

1.41421 1.18921 6.05839
1.41421 1.41421 13.6366
1.41421 1.68179 29.8729
1.41421 2 65.7366
1.41421 2.37841 146.261
1.41421 2.82843 328.56
1.41421 3.36359 743.92
1.41421 4 1695.41
1.41421 4.75683 3887.35
1.41421 5.65685 nan
1.41421 6.72717 nan
1.41421 8 nan
1.41421 9.51366 nan
1.41421 11.3137 nan
1.41421 13.4543 nan
1.41421 16 nan
1.41421 19.0273 nan
1.41421 22.6274 nan
1.41421 26.9087 nan
1.41421 32 nan
1.41421 38.0546 nan
1.41421 45.2548 nan
1.41421 53.8174 nan
1.41421 64 nan
1.41421 76.1093 nan
1.41421 90.5097 nan
1.41421 107.635 nan
1.41421 128 nan
1.41421 152.219 nan
1.41421 181.019 nan
1.41421 215.269 nan
1.41421 256 nan
1.41421 304.437 nan
1.41421 362.039 nan
1.41421 430.539 nan
1.41421 512 nan
1.41421 608.874 nan
1.41421 724.077 nan
1.41421 861.078 nan
1.41421 1024 nan

1.68179 1.18921 3.98216
1.68179 1.41421 6.98889
1.68179 1.68179 11.8849
1.68179 2 19.9183
1.68179 2.37841 33.158
1.68179 2.82843 55.0445
1.68179 3.36359 91.3546
1.68179 4 151.62
1.68179 4.75683 251.7
1.68179 5.65685 418.1
1.68179 6.72717 694.805
1.68179 8 1155.11
1.68179 9.51366 1921.34
1.68179 11.3137 3200.75
1.68179 13.4543 5340.09
1.68179 16 nan
1.68179 19.0273 nan
1.68179 22.6274 nan
1.68179 26.9087 nan
1.68179 32 nan
1.68179 38.0546 nan
1.68179 45.2548 nan
1.68179 53.8174 nan
1.68179 64 nan
1.68179 76.1093 nan
1.68179 90.5097 nan
1.68179 107.635 nan
1.68179 128 nan
1.68179 152.219 nan
1.68179 181.019 nan
1.68179 215.269 nan
1.68179 256 nan
1.68179 304.437 nan
1.68179 362.039 nan
1.68179 430.539 nan
1.68179 512 nan
1.68179 608.874 nan
1.68179 724.077 nan
1.68179 861.078 nan
1.68179 1024 nan

2 1.18921 2.775
2 1.41421 4.38996
2 1.68179 6.47348
2 2 9.43636
2 2.37841 13.5664
2 2.82843 19.4065
2 3.36359 27.6447
2 4 39.2919
2 4.75683 55.7569
2 5.65685 79.0403
2 6.72717 111.967
2 8 158.541
2 9.51366 224.408
2 11.3137 317.604
2 13.4543 449.406
2 16 636.001
2 19.0273 899.882
2 22.6274 1273.88
2 26.9087 1802.77
2 32 2554.03
2 38.0546 3616.29
2 45.2548 5131.9
2 53.8174 7274.43
2 64 nan
2 76.1093 nan
2 90.5097 nan
2 107.635 nan
2 128 nan
2 152.219 nan
2 181.019 nan
2 215.269 nan
2 256 nan
2 304.437 nan
2 362.039 nan
2 430.539 nan
2 512 nan
2 608.874 nan
2 724.077 nan
2 861.078 nan
2 1024 nan

2.37841 1.18921 2.16611
2.37841 1.41421 3.02768
2.37841 1.68179 4.19471
2.37841 2 5.56326
2.37841 2.37841 7.37828
2.37841 2.82843 9.67393
2.37841 3.36359 12.6255
2.37841 4 16.4655
2.37841 4.75683 21.3472
2.37841 5.65685 27.6759
2.37841 6.72717 35.829
2.37841 8 46.298
2.37841 9.51366 59.8247
2.37841 11.3137 77.2022
2.37841 13.4543 99.5757
2.37841 16 128.427
2.37841 19.0273 165.482
2.37841 22.6274 213.204
2.37841 26.9087 274.654
2.37841 32 353.686
2.37841 38.0546 455.373
2.37841 45.2548 586.361
2.37841 53.8174 754.851
2.37841 64 971.445
2.37841 76.1093 1251.2
2.37841 90.5097 1610.56
2.37841 107.635 2072.34
2.37841 128 2672.09
2.37841 152.219 3439.59
